Launch_Id,Launch_Time,Launch_Status,Launch_Suborbital,Rocket_Name,Rocket_Organisation,Rocket_Price,Rocket_Payload_to_LEO,Location,Launch_Year,Launch_Year_Mon,USD_kg_to_LEO,X2021_Mult,USD_kg_to_LEO_CPI_Adjusted,Rocket_Price_CPI_Adjusted,Dum,Family_Id,Config_Number,Config_Status,Config_Price,Liftoff_Thrust,Payload_to_LEO,Payload_to_GTO,Stages,Strap_Ons,Rocket_Height,Fairing_Diameter,Fairing_Height,Mission_Number,Payloads,Mass
3347,1963-11-28T09:19:00Z,Failure,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963,1963-11,NA,8.855228758169934,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3349,1964-04-04T09:45:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964,1964-04,NA,8.740967741935485,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3348,1963-12-19T09:28:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963,1963-12,NA,8.855228758169934,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3350,1964-04-25T10:21:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964,1964-04,NA,8.740967741935485,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3351,1964-06-10T11:00:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964,1964-06,NA,8.740967741935485,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3352,1965-06-15T09:43:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965,1965-06,NA,8.602222222222222,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3353,1965-05-07T09:29:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965,1965-05,NA,8.602222222222222,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3354,1965-03-25T10:00:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965,1965-03,NA,8.602222222222222,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3355,1965-01-11T09:29:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965,1965-01,NA,8.602222222222222,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3356,1964-10-28T10:40:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964,1964-10,NA,8.740967741935485,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3357,1964-10-14T10:00:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964,1964-10,NA,8.740967741935485,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3358,1964-09-24T12:04:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964,1964-09,NA,8.740967741935485,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3359,1964-08-14T09:30:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964,1964-08,NA,8.740967741935485,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3360,1964-07-15T11:27:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964,1964-07,NA,8.740967741935485,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3361,1964-06-23T10:00:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964,1964-06,NA,8.740967741935485,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3362,1965-07-13T11:00:00Z,Failure,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965,1965-07,NA,8.602222222222222,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3363,1965-12-10T08:10:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965,1965-12,NA,8.602222222222222,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3364,1965-11-27T08:20:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965,1965-11,NA,8.602222222222222,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3365,1965-08-14T10:56:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965,1965-08,NA,8.602222222222222,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3366,1966-01-07T08:20:00Z,Partial Failure,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966,1966-01,NA,8.363271604938273,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3367,1966-05-06T10:58:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966,1966-05,NA,8.363271604938273,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3368,1966-04-20T10:40:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966,1966-04,NA,8.363271604938273,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3369,1966-02-10T08:40:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966,1966-02,NA,8.363271604938273,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3370,1966-01-22T08:30:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966,1966-01,NA,8.363271604938273,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3371,1966-03-17T10:28:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 41/1, Plesetsk Cosmodrome, Russia",1966,1966-03,NA,8.363271604938273,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3372,1966-09-16T09:30:00Z,Failure,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966,1966-09,NA,8.363271604938273,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3373,1966-11-19T08:00:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966,1966-11,NA,8.363271604938273,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3374,1967-02-27T08:45:00Z,Partial Failure,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1967,1967-02,NA,8.112874251497008,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3375,1967-05-12T10:30:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1967,1967-05,NA,8.112874251497008,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3376,1967-04-04T14:00:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 41/1, Plesetsk Cosmodrome, Russia",1967,1967-04,NA,8.112874251497008,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3377,1967-03-13T12:10:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 41/1, Plesetsk Cosmodrome, Russia",1967,1967-03,NA,8.112874251497008,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3378,1967-01-19T12:39:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 41/1, Plesetsk Cosmodrome, Russia",1967,1967-01,NA,8.112874251497008,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3379,1966-12-19T12:00:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 41/1, Plesetsk Cosmodrome, Russia",1966,1966-12,NA,8.363271604938273,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3380,1966-10-14T12:13:00Z,Success,Orbital,Vostok-2,RVSN USSR,NA,4750,"Site 41/1, Plesetsk Cosmodrome, Russia",1966,1966-10,NA,8.363271604938273,NA,NA,1,149,1,Retired,NA,"4,570 kN","4,750 kg",0 kg,3,4,38.36 m,2.58 m,6.74 m,1,1,4720
3381,1965-12-27T22:24:00Z,Success,Orbital,Vostok-2A,RVSN USSR,NA,4500,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965,1965-12,NA,8.602222222222222,NA,NA,1,149,2,Retired,NA,"4,570 kN","4,500 kg",0 kg,2,4,39.1 m,2.58 m,10.66 m,1,1,3800
3382,1966-07-20T08:58:00Z,Success,Orbital,Vostok-2A,RVSN USSR,NA,4500,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966,1966-07,NA,8.363271604938273,NA,NA,1,149,2,Retired,NA,"4,570 kN","4,500 kg",0 kg,2,4,39.1 m,2.58 m,10.66 m,1,1,3800
3383,1964-08-28T16:00:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964,1964-08,NA,8.740967741935485,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3384,1965-02-26T05:01:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965,1965-02,NA,8.602222222222222,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3385,1965-12-17T02:20:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965,1965-12,NA,8.602222222222222,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3386,1966-05-11T14:10:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966,1966-05,NA,8.363271604938273,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3387,1966-06-25T10:30:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966,1966-06,NA,8.363271604938273,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3388,1967-02-28T14:34:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 41/1, Plesetsk Cosmodrome, Russia",1967,1967-02,NA,8.112874251497008,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3389,1968-06-12T13:14:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 41/1, Plesetsk Cosmodrome, Russia",1968,1968-06,NA,7.786494252873565,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3390,1968-03-14T09:34:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 41/1, Plesetsk Cosmodrome, Russia",1968,1968-03,NA,7.786494252873565,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3392,1967-04-27T12:50:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 41/1, Plesetsk Cosmodrome, Russia",1967,1967-04,NA,8.112874251497008,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3391,1967-10-24T22:49:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 41/1, Plesetsk Cosmodrome, Russia",1967,1967-10,NA,8.112874251497008,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3394,1970-10-15T11:22:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 41/1, Plesetsk Cosmodrome, Russia",1970,1970-10,NA,6.9837628865979395,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3393,1969-02-01T12:11:00Z,Failure,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 41/1, Plesetsk Cosmodrome, Russia",1969,1969-02,NA,7.383378746594006,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3395,1970-06-23T14:15:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 41/1, Plesetsk Cosmodrome, Russia",1970,1970-06,NA,6.9837628865979395,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3396,1970-04-28T10:50:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 41/1, Plesetsk Cosmodrome, Russia",1970,1970-04,NA,6.9837628865979395,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3397,1970-03-17T11:10:00Z,Partial Failure,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 41/1, Plesetsk Cosmodrome, Russia",1970,1970-03,NA,6.9837628865979395,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3398,1969-10-06T01:45:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 41/1, Plesetsk Cosmodrome, Russia",1969,1969-10,NA,7.383378746594006,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3399,1969-03-26T12:30:00Z,Failure,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 41/1, Plesetsk Cosmodrome, Russia",1969,1969-03,NA,7.383378746594006,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3400,1971-01-20T11:24:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 41/1, Plesetsk Cosmodrome, Russia",1971,1971-01,NA,6.690617283950618,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3401,1971-04-17T11:44:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 43/4, Plesetsk Cosmodrome, Russia",1971,1971-04,NA,6.690617283950618,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3402,1971-07-16T01:41:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 43/4, Plesetsk Cosmodrome, Russia",1971,1971-07,NA,6.690617283950618,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3403,1971-12-29T10:50:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 43/4, Plesetsk Cosmodrome, Russia",1971,1971-12,NA,6.690617283950618,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3404,1972-03-30T14:05:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 41/1, Plesetsk Cosmodrome, Russia",1972,1972-03,NA,6.482535885167465,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3405,1972-06-30T18:52:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 41/1, Plesetsk Cosmodrome, Russia",1972,1972-06,NA,6.482535885167465,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3406,1972-10-26T22:05:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 43/4, Plesetsk Cosmodrome, Russia",1972,1972-10,NA,6.482535885167465,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3407,1970-12-18T16:15:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 41/1, Plesetsk Cosmodrome, Russia",1970,1970-12,NA,6.9837628865979395,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,1750
3408,1972-12-28T11:00:00Z,Partial Failure,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 43/4, Plesetsk Cosmodrome, Russia",1972,1972-12,NA,6.482535885167465,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,1750
3409,1972-03-01T11:15:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 43/4, Plesetsk Cosmodrome, Russia",1972,1972-03,NA,6.482535885167465,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,1750
3410,1971-04-07T07:10:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 43/4, Plesetsk Cosmodrome, Russia",1971,1971-04,NA,6.690617283950618,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,1750
3419,1966-05-30T14:41:00Z,Success,Orbital,Atlas-LV3C Centaur-D,General Dynamics,NA,NA,"SLC-36A, Cape Canaveral SFS, Florida, USA",1966,1966-05,NA,8.363271604938273,NA,NA,1,222,5,Retired,NA,NA,NA,NA,2,0,NA,NA,NA,1,1,995
3420,1966-09-20T12:32:00Z,Success,Orbital,Atlas-LV3C Centaur-D,General Dynamics,NA,NA,"SLC-36A, Cape Canaveral SFS, Florida, USA",1966,1966-09,NA,8.363271604938273,NA,NA,1,222,5,Retired,NA,NA,NA,NA,2,0,NA,NA,NA,1,1,995
3422,1967-04-17T07:05:00Z,Success,Orbital,Atlas-LV3C Centaur-D,General Dynamics,NA,NA,"SLC-36B, Cape Canaveral SFS, Florida, USA",1967,1967-04,NA,8.112874251497008,NA,NA,1,222,5,Retired,NA,NA,NA,NA,2,0,NA,NA,NA,1,1,1026
3423,1967-07-14T11:53:00Z,Success,Orbital,Atlas-LV3C Centaur-D,General Dynamics,NA,NA,"SLC-36A, Cape Canaveral SFS, Florida, USA",1967,1967-07,NA,8.112874251497008,NA,NA,1,222,5,Retired,NA,NA,NA,NA,2,0,NA,NA,NA,1,1,1039
3424,1967-09-08T07:57:00Z,Success,Orbital,Atlas-SLV3C Centaur-D,General Dynamics,NA,NA,"SLC-36B, Cape Canaveral SFS, Florida, USA",1967,1967-09,NA,8.112874251497008,NA,NA,1,222,6,Retired,NA,NA,NA,NA,2,0,NA,NA,NA,1,1,1006
3425,1967-11-07T07:39:00Z,Success,Orbital,Atlas-SLV3C Centaur-D,General Dynamics,NA,NA,"SLC-36B, Cape Canaveral SFS, Florida, USA",1967,1967-11,NA,8.112874251497008,NA,NA,1,222,6,Retired,NA,NA,NA,NA,2,0,NA,NA,NA,1,1,1006
3426,1968-01-07T06:30:00Z,Success,Orbital,Atlas-SLV3C Centaur-D,General Dynamics,NA,NA,"SLC-36A, Cape Canaveral SFS, Florida, USA",1968,1968-01,NA,7.786494252873565,NA,NA,1,222,6,Retired,NA,NA,NA,NA,2,0,NA,NA,NA,1,1,1039
3427,1968-08-10T22:33:00Z,Partial Failure,Orbital,Atlas-SLV3C Centaur-D,General Dynamics,NA,NA,"SLC-36A, Cape Canaveral SFS, Florida, USA",1968,1968-08,NA,7.786494252873565,NA,NA,1,222,6,Retired,NA,NA,NA,NA,2,0,NA,NA,NA,1,1,NA
3428,1968-12-07T08:40:00Z,Success,Orbital,Atlas-SLV3C Centaur-D,General Dynamics,NA,NA,"SLC-36B, Cape Canaveral SFS, Florida, USA",1968,1968-12,NA,7.786494252873565,NA,NA,1,222,6,Retired,NA,NA,NA,NA,2,0,NA,NA,NA,1,1,NA
3429,1969-02-25T01:29:00Z,Success,Orbital,Atlas-SLV3C Centaur-D,General Dynamics,NA,NA,"SLC-36B, Cape Canaveral SFS, Florida, USA",1969,1969-02,NA,7.383378746594006,NA,NA,1,222,6,Retired,NA,NA,NA,NA,2,0,NA,NA,NA,1,1,412
3430,1969-03-27T22:22:00Z,Success,Orbital,Atlas-SLV3C Centaur-D,General Dynamics,NA,NA,"SLC-36A, Cape Canaveral SFS, Florida, USA",1969,1969-03,NA,7.383378746594006,NA,NA,1,222,6,Retired,NA,NA,NA,NA,2,0,NA,NA,NA,1,1,412
3431,1969-08-12T11:01:00Z,Success,Orbital,Atlas-SLV3C Centaur-D,General Dynamics,NA,NA,"SLC-36A, Cape Canaveral SFS, Florida, USA",1969,1969-08,NA,7.383378746594006,NA,NA,1,222,6,Retired,NA,NA,NA,NA,2,0,NA,NA,NA,1,1,NA
3432,2007-05-31T16:08:00Z,Success,Orbital,Long March 3A,CASC,69.7,8500,"LC-2, Xichang Satellite Launch Center, China",2007,2007-05,82000,1.3068746322500988,107163.7198445081,91.08916186783188,1,115,2,Active,$69.7 million,"2,962 kN","8,500 kg","2,600 kg",3,0,52.52 m,3.35 m,8.89 m,1,1,2200
3433,2007-07-05T12:08:00Z,Success,Orbital,Long March 3B,CASC,NA,11500,"LC-2, Xichang Satellite Launch Center, China",2007,2007-07,NA,1.3068746322500988,NA,NA,1,115,3,Retired,NA,"5,924 kN","11,500 kg","5,100 kg",3,4,54.84 m,4.0 m,9.56 m,1,1,4600
3434,2007-09-19T03:26:00Z,Success,Orbital,Long March 4B,CASC,64.68,4200,"LC-7, Taiyuan Satellite Launch Center, China",2007,2007-09,154000.00000000003,1.3068746322500988,201258.69336651525,84.5286512139364,1,120,1,Active,$64.68 million,"2,993 kN","4,200 kg","1,500 kg",3,0,46.97 m,3.8 m,11.74 m,1,1,1450
3435,2007-10-24T10:05:00Z,Success,Orbital,Long March 3A,CASC,69.7,8500,"LC-3, Xichang Satellite Launch Center, China",2007,2007-10,82000,1.3068746322500988,107163.7198445081,91.08916186783188,1,115,2,Active,$69.7 million,"2,962 kN","8,500 kg","2,600 kg",3,0,52.52 m,3.35 m,8.89 m,1,1,2350
3438,2020-09-12T03:19:00Z,Failure,Orbital,Rocket 3,Astra,2.5,204,"LP-3B, Pacific Spaceport Complex, Kodiak, Alaska, USA",2020,2020-09,122549.01960784312,1.0469802288156225,128306.4005901498,2.617450572039056,1,223,1,Active,$2.5 million,133 kN,204 kg,0 kg,2,0,11.6 m,NA,NA,1,NA,NA
3441,1973-03-20T11:20:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 41/1, Plesetsk Cosmodrome, Russia",1973,1973-03,NA,6.1029279279279285,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3442,1973-05-29T10:16:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 41/1, Plesetsk Cosmodrome, Russia",1973,1973-05,NA,6.1029279279279285,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3443,1974-03-05T11:38:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 43/4, Plesetsk Cosmodrome, Russia",1974,1974-03,NA,5.49634888438134,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
3444,1974-04-24T11:50:00Z,Success,Orbital,Vostok-2M,RVSN USSR,NA,5100,"Site 43/4, Plesetsk Cosmodrome, Russia",1974,1974-04,NA,5.49634888438134,NA,NA,1,149,3,Retired,NA,"4,570 kN","5,100 kg",0 kg,3,4,38.76 m,2.58 m,7.14 m,1,1,2200
